date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2010-02-22 00:00:00,0.4,,,,,,16.6,,,
2010-02-23 00:00:00,1.1,,,,,,16.6,,,
2010-02-24 00:00:00,,,,,,,,,,
2010-02-25 00:00:00,4.4,-1,8,,,,7.9,,,
2010-02-26 00:00:00,3.7,,,,,,14.2,,,
2010-02-27 00:00:00,3.1,,,,,,11.6,,,
2010-02-28 00:00:00,,,,,,,,,,
2010-03-01 00:00:00,2.6,-2,6,,,,5.2,,,
2010-03-02 00:00:00,2.7,,,,,,4.3,,,
2010-03-03 00:00:00,3,,,,,,11.3,,,
2010-03-04 00:00:00,2.5,-3,8,,,,7.4,,,
2010-03-05 00:00:00,2.4,,,,,,9.7,,,
2010-03-06 00:00:00,3.7,,,,,,9,,,
2010-03-07 00:00:00,,,,,,,,,,
2010-03-08 00:00:00,0.9,,,,,,5.9,,,
2010-03-09 00:00:00,4.1,-3,10,,,,9.9,,,
2010-03-10 00:00:00,5.3,,,,,,13.3,,,
2010-03-11 00:00:00,2.9,,,,,,5.6,,,
2010-03-12 00:00:00,6.3,,,,,,16.4,,,
2010-03-13 00:00:00,4.3,-2,8,,,,13.3,,,
2010-03-14 00:00:00,7.1,5,10,,,,19.9,,,
2010-03-15 00:00:00,6.6,,,,,,14.9,,,
2010-03-16 00:00:00,6.6,,,,,,11,,,
2010-03-17 00:00:00,9.8,6,14,,,,16.5,,,
2010-03-18 00:00:00,10.8,9,14,,,,23.8,,,
2010-03-19 00:00:00,9.6,6,13,,,,16.2,,,
2010-03-20 00:00:00,9.4,,,,,,15.4,,,
2010-03-21 00:00:00,7.5,,,,,,10.9,,,
2010-03-22 00:00:00,8,,,,,,20.7,,,
2010-03-23 00:00:00,7.2,,,,,,15.9,,,
2010-03-24 00:00:00,10.3,,,,,,15.5,,,
2010-03-25 00:00:00,10.8,,,,,,14.2,,,
2010-03-26 00:00:00,8.4,,,,,,22.6,,,
2010-03-27 00:00:00,,,,,,,,,,
2010-03-28 00:00:00,,,,,,,,,,
2010-03-29 00:00:00,6.6,4,10,,,,11.3,,,
2010-03-30 00:00:00,8.5,4,13,,,,16.2,,,
2010-03-31 00:00:00,3.1,,,,,,20,,,
2010-04-01 00:00:00,4.5,,,,,,20.9,,,
2010-04-02 00:00:00,5.6,,,,,,15.4,,,
2010-04-03 00:00:00,7.3,,,,,,10.6,,,
2010-04-04 00:00:00,6.2,,,,,,15.6,,,
2010-04-05 00:00:00,8.6,,,,,,25.2,,,
2010-04-06 00:00:00,10.6,,,,,,25.9,,,
2010-04-07 00:00:00,8,3,12,,,,11.4,,,
2010-04-08 00:00:00,7.1,,,,,,8.4,,,
2010-04-09 00:00:00,,,,,,,,,,
2010-04-10 00:00:00,11.9,,,,,,4.5,,,
2010-04-11 00:00:00,10,,,,,,11.5,,,
2010-04-12 00:00:00,8.1,,,,,,11.4,,,
2010-04-13 00:00:00,7.3,,,,,,18.6,,,
2010-04-14 00:00:00,8,,,,,,20.4,,,
2010-04-15 00:00:00,6.9,1,12,,,,13.3,,,
2010-04-16 00:00:00,8.3,,,,,,5.4,,,
2010-04-17 00:00:00,8.8,,,,,,7.9,,,
2010-04-18 00:00:00,8.5,2,13,,,,6.1,,,
2010-04-19 00:00:00,7,,,,,,11.6,,,
2010-04-20 00:00:00,5.5,,,,,,18.8,,,
2010-04-21 00:00:00,,,,,,,,,,
2010-04-22 00:00:00,,,,,,,,,,
2010-04-23 00:00:00,8.5,,,,,,6.8,,,
2010-04-24 00:00:00,,,,,,,,,,
2010-04-25 00:00:00,,,,,,,,,,
2010-04-26 00:00:00,11.6,8,15,,,,13.1,,,
2010-04-27 00:00:00,,,,,,,,,,
2010-04-28 00:00:00,15,,,,,,16,,,
2010-04-29 00:00:00,11,,,,,,9.6,,,
2010-04-30 00:00:00,9.1,,,,,,9.6,,,
2010-05-01 00:00:00,10,,,,,,11.4,,,
2010-05-02 00:00:00,7.1,,,,,,24.4,,,
2010-05-03 00:00:00,6.5,3,10,,,,15.5,,,
2010-05-04 00:00:00,8,,,,,,8.3,,,
2010-05-05 00:00:00,9.4,,,,,,6.1,,,
2010-05-06 00:00:00,10.4,,,,,,12.4,,,
2010-05-07 00:00:00,9.3,6,14,,,,23.4,,,
2010-05-08 00:00:00,9.1,,,,,,27.1,,,
2010-05-09 00:00:00,9.2,,,,,,13.6,,,
2010-05-10 00:00:00,7,,,,,,10.7,,,
2010-05-11 00:00:00,6.6,,,,,,6.3,,,
2010-05-12 00:00:00,6.5,,,,,,10.4,,,
2010-05-13 00:00:00,7,,,,,,9.6,,,
2010-05-14 00:00:00,8.4,,,,,,13.4,,,
2010-05-15 00:00:00,8.8,,,,,,10.5,,,
2010-05-16 00:00:00,9.4,,,,,,15.3,,,
2010-05-17 00:00:00,10.4,,,,,,10.1,,,
2010-05-18 00:00:00,11.2,2,18,,,,4.4,,,
2010-05-19 00:00:00,14,,,,,,8.6,,,
2010-05-20 00:00:00,17.1,,,,,,6.3,,,
2010-05-21 00:00:00,17.4,,,,,,3.2,,,
2010-05-22 00:00:00,20.1,,,,,,4.1,,,
2010-05-23 00:00:00,20.1,,,,,,9.8,,,
2010-05-24 00:00:00,15.3,,,,,,11.5,,,
2010-05-25 00:00:00,12.1,,,,,,10.9,,,
2010-05-26 00:00:00,,,,,,,,,,
2010-05-27 00:00:00,9.4,,,,,,13.9,,,
2010-05-28 00:00:00,10.9,,,,,,12.6,,,
2010-05-29 00:00:00,10.8,,,,,,10.8,,,
2010-05-30 00:00:00,12.2,10,15,,,,22.1,,,
2010-05-31 00:00:00,13,,,,,,9.4,,,
2010-06-01 00:00:00,12.9,,,,,,8.7,,,
2010-06-02 00:00:00,14.5,,,,,,5.9,,,
2010-06-03 00:00:00,17.1,,,,,,8.4,,,
2010-06-04 00:00:00,18.2,,,,,,10.6,,,
2010-06-05 00:00:00,17.5,,,,,,8,,,
2010-06-06 00:00:00,14.3,,,,,,9.8,,,
2010-06-07 00:00:00,14.1,,,,,,8,,,
2010-06-08 00:00:00,13.4,,,,,,10.4,,,
2010-06-09 00:00:00,13.6,,,,,,19.8,,,
2010-06-10 00:00:00,12.9,,,,,,25.8,,,
2010-06-11 00:00:00,12.7,,,,,,15.2,,,
2010-06-12 00:00:00,14.3,,,,,,14.8,,,
2010-06-13 00:00:00,13,10,17,,,,9.2,,,
2010-06-14 00:00:00,,,,,,,,,,
2010-06-15 00:00:00,13.1,,,,,,10.6,,,
2010-06-16 00:00:00,15.5,,,,,,6.9,,,
2010-06-17 00:00:00,,,,,,,,,,
2010-06-18 00:00:00,13.6,,,,,,10.1,,,
2010-06-19 00:00:00,12.6,10,16,,,,18.3,,,
2010-06-20 00:00:00,,,,,,,,,,
2010-06-21 00:00:00,16.6,,,,,,7,,,
2010-06-22 00:00:00,17.3,,,,,,8.6,,,
2010-06-23 00:00:00,16.6,,,,,,9.5,,,
2010-06-24 00:00:00,16.6,,,,,,13.4,,,
2010-06-25 00:00:00,17.4,,,,,,4.2,,,
2010-06-26 00:00:00,20.8,,,,,,10.3,,,
2010-06-27 00:00:00,,,,,,,,,,
2010-06-28 00:00:00,17.7,,,,,,12.6,,,
2010-06-29 00:00:00,,,,,,,,,,
2010-06-30 00:00:00,,,,,,,,,,
2010-07-01 00:00:00,18.8,,,,,,18.3,,,
2010-07-02 00:00:00,18.3,,,,,,17.6,,,
2010-07-03 00:00:00,,,,,,,,,,
2010-07-04 00:00:00,16.7,,,,,,24.1,,,
2010-07-05 00:00:00,15.8,,,,,,16.8,,,
2010-07-06 00:00:00,,,,,,,,,,
2010-07-07 00:00:00,17.6,,,,,,20.8,,,
2010-07-08 00:00:00,16.8,,,,,,13.3,,,
2010-07-09 00:00:00,19.2,,,,,,14.5,,,
2010-07-10 00:00:00,20.9,,,,,,17.1,,,
2010-07-11 00:00:00,17.3,14,20,,,,19.7,,,
2010-07-12 00:00:00,14.1,13,16,,,,12.5,,,
2010-07-13 00:00:00,14.4,,,,,,15.4,,,
2010-07-14 00:00:00,17.5,,,,,,18.8,,,
2010-07-15 00:00:00,16.1,,,,,,24.3,,,
2010-07-16 00:00:00,15,,,,,,21.1,,,
2010-07-17 00:00:00,,,,,,,,,,
2010-07-18 00:00:00,16.4,,,,,,21.4,,,
2010-07-19 00:00:00,18.7,,,,,,15.8,,,
2010-07-20 00:00:00,17.6,15,21,,,,12.7,,,
2010-07-21 00:00:00,16.5,14,20,,,,11.2,,,
2010-07-22 00:00:00,14.4,,,,,,15.4,,,
2010-07-23 00:00:00,15.2,,,,,,8.4,,,
2010-07-24 00:00:00,15,,,,,,9.8,,,
2010-07-25 00:00:00,16.7,,,,,,14,,,
2010-07-26 00:00:00,17,,,,,,9.9,,,
2010-07-27 00:00:00,,,,,,,,,,
2010-07-28 00:00:00,14.7,,,,,,13.7,,,
2010-07-29 00:00:00,14.9,,,,,,13.6,,,
2010-07-30 00:00:00,15.7,,,,,,12.1,,,
2010-07-31 00:00:00,,,,,,,,,,
2010-08-01 00:00:00,15.9,,,,,,12.7,,,
2010-08-02 00:00:00,15.3,,,,,,10,,,
2010-08-03 00:00:00,14.5,,,,,,11.3,,,
2010-08-04 00:00:00,14.3,,,,,,14.4,,,
2010-08-05 00:00:00,,,,,,,,,,
2010-08-06 00:00:00,15.1,,,,,,16.6,,,
2010-08-07 00:00:00,16.5,,,,,,14.2,,,
2010-08-08 00:00:00,,,,,,,,,,
2010-08-09 00:00:00,15.3,,,,,,14.1,,,
2010-08-10 00:00:00,14.9,12,19,,,,15.5,,,
2010-08-11 00:00:00,13.9,,,,,,15.1,,,
2010-08-12 00:00:00,,,,,,,,,,
2010-08-13 00:00:00,14,,,,,,13.7,,,
2010-08-14 00:00:00,,,,,,,,,,
2010-08-15 00:00:00,17.7,,,,,,12.4,,,
2010-08-16 00:00:00,15.9,,,,,,11.9,,,
2010-08-17 00:00:00,14.7,,,,,,10.6,,,
2010-08-18 00:00:00,13.8,,,,,,10.6,,,
2010-08-19 00:00:00,14.9,,,,,,15.1,,,
2010-08-20 00:00:00,19.2,,,,,,26.1,,,
2010-08-21 00:00:00,17,,,,,,13.7,,,
2010-08-22 00:00:00,16,,,,,,8.2,,,
2010-08-23 00:00:00,14,,,,,,12.3,,,
2010-08-24 00:00:00,12.9,,,,,,20.2,,,
2010-08-25 00:00:00,13.9,,,,,,7.7,,,
2010-08-26 00:00:00,14,,,,,,21,,,
2010-08-27 00:00:00,13.7,,,,,,12.5,,,
2010-08-28 00:00:00,12.7,,,,,,15.9,,,
2010-08-29 00:00:00,13.6,,,,,,21,,,
2010-08-30 00:00:00,11.6,,,,,,8.6,,,
2010-08-31 00:00:00,12.5,5,19,,,,7,,,
2010-09-01 00:00:00,14.3,,,,,,3.6,,,
2010-09-02 00:00:00,15.7,,,,,,5,,,
2010-09-03 00:00:00,,,,,,,,,,
2010-09-04 00:00:00,15.6,,,,,,11.1,,,
2010-09-05 00:00:00,16.8,,,,,,18.6,,,
2010-09-06 00:00:00,16,14,19,,,,28.5,,,
2010-09-07 00:00:00,14.3,,,,,,12.2,,,
2010-09-08 00:00:00,13.8,8,20,,,,6.1,,,
2010-09-09 00:00:00,14.7,,,,,,9.8,,,
2010-09-10 00:00:00,16.7,,,,,,17.7,,,
2010-09-11 00:00:00,,,,,,,,,,
2010-09-12 00:00:00,13.6,,,,,,12.3,,,
2010-09-13 00:00:00,15.1,,,,,,19.8,,,
2010-09-14 00:00:00,15.3,,,,,,24.7,,,
2010-09-15 00:00:00,,,,,,,,,,
2010-09-16 00:00:00,12.8,,,,,,18.7,,,
2010-09-17 00:00:00,10.9,,,,,,12.9,,,
2010-09-18 00:00:00,10,,,,,,10.2,,,
2010-09-19 00:00:00,13.4,,,,,,17.3,,,
2010-09-20 00:00:00,15.1,,,,,,13.3,,,
2010-09-21 00:00:00,15.1,11,19,,,,9.2,,,
2010-09-22 00:00:00,,,,,,,,,,
2010-09-23 00:00:00,14.9,,,,,,10.9,,,
2010-09-24 00:00:00,11,,,,,,22,,,
2010-09-25 00:00:00,8,,,,,,11.8,,,
2010-09-26 00:00:00,9.5,,,,,,11.7,,,
2010-09-27 00:00:00,12.5,10,14,,,,11.7,,,
2010-09-28 00:00:00,13.6,12,15,,,,7.6,,,
2010-09-29 00:00:00,13.4,,,,,,13.3,,,
2010-09-30 00:00:00,10.9,,,,,,9,,,
2010-10-01 00:00:00,13,10,15,,,,18.7,,,
2010-10-02 00:00:00,11.2,,,,,,12.6,,,
2010-10-03 00:00:00,11.7,,,,,,10.8,,,
2010-10-04 00:00:00,11.4,,,,,,9.9,,,
2010-10-05 00:00:00,13.8,,,,,,17.8,,,
2010-10-06 00:00:00,,,,,,,,,,
2010-10-07 00:00:00,12.1,,,,,,14.1,,,
2010-10-08 00:00:00,15.7,,,,,,17.9,,,
2010-10-09 00:00:00,14.2,10,16,,,,20.2,,,
2010-10-10 00:00:00,13.8,,,,,,20.8,,,
2010-10-11 00:00:00,11.1,,,,,,18,,,
2010-10-12 00:00:00,7.5,,,,,,2.8,,,
2010-10-13 00:00:00,6,,,,,,4.1,,,
2010-10-14 00:00:00,8.5,,,,,,4.8,,,
2010-10-15 00:00:00,9.7,,,,,,7.4,,,
2010-10-16 00:00:00,7,,,,,,6.8,,,
2010-10-17 00:00:00,6.6,,,,,,8.5,,,
2010-10-18 00:00:00,10.8,,,,,,18.5,,,
2010-10-19 00:00:00,7.9,,,,,,11.2,,,
2010-10-20 00:00:00,3.5,,,,,,8.8,,,
2010-10-21 00:00:00,6.8,2,11,,,,15.2,,,
2010-10-22 00:00:00,9.4,,,,,,17.3,,,
2010-10-23 00:00:00,8.2,,,,,,13.3,,,
2010-10-24 00:00:00,3.9,,,,,,5.7,,,
2010-10-25 00:00:00,2.3,,,,,,6.8,,,
2010-10-26 00:00:00,,,,,,,,,,
2010-10-27 00:00:00,12.4,10,14,,,,21.3,,,
2010-10-28 00:00:00,10.8,,,,,,19.1,,,
2010-10-29 00:00:00,12.6,,,,,,28.8,,,
2010-10-30 00:00:00,9.6,,,,,,16.4,,,
2010-10-31 00:00:00,10,,,,,,10,,,
2010-11-01 00:00:00,9.5,,,,,,12.3,,,
2010-11-02 00:00:00,11.6,11,13,,,,23.7,,,
2010-11-03 00:00:00,10.5,9,12,,,,13.7,,,
2010-11-04 00:00:00,14.8,,,,,,27.6,,,
2010-11-05 00:00:00,10.9,,,,,,15.4,,,
2010-11-06 00:00:00,6.5,,,,,,5.3,,,
2010-11-07 00:00:00,4.7,2,8,,,,10.7,,,
2010-11-08 00:00:00,4.5,,,,,,23.6,,,
2010-11-09 00:00:00,5.5,,,,,,29.2,,,
2010-11-10 00:00:00,3.1,1,7,,,,10,,,
2010-11-11 00:00:00,8.2,,,,,,33.1,,,
2010-11-12 00:00:00,9,,,,,,34.1,,,
2010-11-13 00:00:00,,,,,,,,,,
2010-11-14 00:00:00,,,,,,,,,,
2010-11-15 00:00:00,3.8,-2,8,,,,8.4,,,
2010-11-16 00:00:00,,,,,,,,,,
2010-11-17 00:00:00,6.3,,,,,,28.6,,,
2010-11-18 00:00:00,6.7,,,,,,20.3,,,
2010-11-19 00:00:00,5,,,,,,4.8,,,
2010-11-20 00:00:00,4.8,,,,,,8.9,,,
2010-11-21 00:00:00,,,,,,,,,,
2010-11-22 00:00:00,,,,,,,,,,
2010-11-23 00:00:00,4.3,,,,,,7.9,,,
2010-11-24 00:00:00,0,,,,,,6.3,,,
2010-11-25 00:00:00,0,,,,,,10.2,,,
2010-11-26 00:00:00,-2.8,,,,,,2.9,,,
2010-11-27 00:00:00,-1.7,,,,,,13.4,,,
2010-11-28 00:00:00,-5.6,,,,,,3.6,,,
2010-11-29 00:00:00,-2.4,-7,2,,,,8.5,,,
2010-11-30 00:00:00,0,-2,1,,,,22.7,,,
2010-12-01 00:00:00,-1.6,,,,,,20.7,,,
2010-12-02 00:00:00,-1.1,,,,,,18.9,,,
2010-12-03 00:00:00,-5.2,,,,,,10.6,,,
2010-12-04 00:00:00,1.4,,,,,,9,,,
2010-12-05 00:00:00,,,,,,,,,,
2010-12-06 00:00:00,,,,,,,,,,
2010-12-07 00:00:00,-3.4,-8,2,,,,1,,,
2010-12-08 00:00:00,-3,,,,,,4.1,,,
2010-12-09 00:00:00,,,,,,,,,,
2010-12-10 00:00:00,6.5,5,7,,,,13.9,,,
2010-12-11 00:00:00,,,,,,,,,,
2010-12-12 00:00:00,-0.4,,,,,,1.8,,,
2010-12-13 00:00:00,2.7,,,,,,4.8,,,
2010-12-14 00:00:00,2,,,,,,5.4,,,
2010-12-15 00:00:00,3.6,,,,,,6.8,,,
2010-12-16 00:00:00,3.2,,,,,,23.2,,,
2010-12-17 00:00:00,-2.7,,,,,,7.6,,,
2010-12-18 00:00:00,-3.4,,,,,,11.7,,,
2010-12-19 00:00:00,-6.4,,,,,,5.7,,,
2010-12-20 00:00:00,-8.2,,,,,,3,,,
2010-12-21 00:00:00,-3,-6,0,,,,11.6,,,
2010-12-22 00:00:00,-2.2,,,,,,10,,,
2010-12-23 00:00:00,-3.7,-8,1,,,,6.6,,,
2010-12-24 00:00:00,-6.4,,,,,,2.6,,,
2010-12-25 00:00:00,-8.1,,,,,,1.3,,,
2010-12-26 00:00:00,-4.1,-10,1,,,,6.7,,,
2010-12-27 00:00:00,2.4,,,,,,17.9,,,
2010-12-28 00:00:00,4.2,2,7,,,,12.3,,,
2010-12-29 00:00:00,6.9,,,,,,5.8,,,
2010-12-30 00:00:00,5.8,,,,,,1.5,,,
2010-12-31 00:00:00,4.9,4,5,,,,2.2,,,
2011-01-01 00:00:00,4.7,,,,,,10,,,
2011-01-02 00:00:00,1.7,,,,,,6.1,,,
2011-01-03 00:00:00,-1,,,,,,5.8,,,
2011-01-04 00:00:00,1.7,-2,5,,,,15.2,,,
2011-01-05 00:00:00,4.1,,,,,,15.5,,,
2011-01-06 00:00:00,1.9,0,4,,,,6.7,,,
2011-01-07 00:00:00,1.9,-1,6,,,,9.9,,,
2011-01-08 00:00:00,4.3,,,,,,19.1,,,
2011-01-09 00:00:00,,,,,,,,,,
2011-01-10 00:00:00,5,,,,,,26.6,,,
2011-01-11 00:00:00,4.5,,,,,,16.2,,,
2011-01-12 00:00:00,7.3,3,10,,,,14.5,,,
2011-01-13 00:00:00,10.4,,,,,,14.5,,,
2011-01-14 00:00:00,8.4,,,,,,15.4,,,
2011-01-15 00:00:00,9.9,,,,,,31.3,,,
2011-01-16 00:00:00,9.4,,,,,,25.2,,,
2011-01-17 00:00:00,,,,,,,,,,
2011-01-18 00:00:00,3.9,,,,,,7.1,,,
2011-01-19 00:00:00,1.9,,,,,,3.3,,,
2011-01-20 00:00:00,-0.7,,,,,,2.1,,,
2011-01-21 00:00:00,-0.6,,,,,,2.3,,,
2011-01-22 00:00:00,-0.8,,,,,,2.3,,,
2011-01-23 00:00:00,3.3,,,,,,5,,,
2011-01-24 00:00:00,4.8,,,,,,9.8,,,
2011-01-25 00:00:00,6.8,,,,,,14.8,,,
2011-01-26 00:00:00,4.2,,,,,,14.4,,,
2011-01-27 00:00:00,1,-2,2,,,,15.4,,,
2011-01-28 00:00:00,0.2,,,,,,8.1,,,
2011-01-29 00:00:00,-2,-7,2,,,,3.1,,,
2011-01-30 00:00:00,0.4,,,,,,4.9,,,
2011-01-31 00:00:00,-0.3,,,,,,6.8,,,
2011-02-01 00:00:00,5.5,1,10,,,,15.2,,,
2011-02-02 00:00:00,7.2,4,10,,,,24,,,
2011-02-03 00:00:00,5.8,2,9,,,,26.6,,,
2011-02-04 00:00:00,11,9,13,,,,35.9,,,
2011-02-05 00:00:00,9.9,8,13,,,,23.2,,,
2011-02-06 00:00:00,10.2,9,12,,,,28,,,
2011-02-07 00:00:00,7.9,,,,,,32.2,,,
2011-02-08 00:00:00,4.3,0,8,,,,12.2,,,
2011-02-09 00:00:00,7.9,,,,,,20.1,,,
2011-02-10 00:00:00,8.1,7,10,,,,9.5,,,
2011-02-11 00:00:00,8.3,6,11,,,,9.4,,,
2011-02-12 00:00:00,7.1,,,,,,10.6,,,
2011-02-13 00:00:00,7.1,5,9,,,,20.7,,,
2011-02-14 00:00:00,4.2,,,,,,13.7,,,
2011-02-15 00:00:00,4.4,,,,,,17,,,
2011-02-16 00:00:00,5.2,,,,,,12.8,,,
2011-02-17 00:00:00,,,,,,,,,,
2011-02-18 00:00:00,,,,,,,,,,
2011-02-19 00:00:00,,,,,,,,,,
2011-02-20 00:00:00,,,,,,,,,,
2011-02-21 00:00:00,,,,,,,,,,
2011-02-22 00:00:00,5.7,,,,,,9.7,,,
2011-02-23 00:00:00,,,,,,,,,,
2011-02-24 00:00:00,,,,,,,,,,
2011-02-25 00:00:00,10.5,,,,,,15.9,,,
2011-02-26 00:00:00,7.2,,,,,,15.5,,,
2011-02-27 00:00:00,,,,,,,,,,
2011-02-28 00:00:00,,,,,,,,,,
2011-03-01 00:00:00,,,,,,,,,,
2011-03-02 00:00:00,,,,,,,,,,
2011-03-03 00:00:00,,,,,,,,,,
2011-03-04 00:00:00,,,,,,,,,,
2011-03-05 00:00:00,,,,,,,,,,
2011-03-06 00:00:00,,,,,,,,,,
2011-03-07 00:00:00,,,,,,,,,,
2011-03-08 00:00:00,,,,,,,,,,
2011-03-09 00:00:00,,,,,,,,,,
2011-03-10 00:00:00,,,,,,,,,,
2011-03-11 00:00:00,,,,,,,,,,
2011-03-12 00:00:00,,,,,,,,,,
2011-03-13 00:00:00,,,,,,,,,,
2011-03-14 00:00:00,,,,,,,,,,
2011-03-15 00:00:00,,,,,,,,,,
2011-03-16 00:00:00,,,,,,,,,,
2011-03-17 00:00:00,,,,,,,,,,
2011-03-18 00:00:00,,,,,,,,,,
2011-03-19 00:00:00,,,,,,,,,,
2011-03-20 00:00:00,,,,,,,,,,
2011-03-21 00:00:00,,,,,,,,,,
2011-03-22 00:00:00,,,,,,,,,,
2011-03-23 00:00:00,,,,,,,,,,
2011-03-24 00:00:00,,,,,,,,,,
2011-03-25 00:00:00,,,,,,,,,,
2011-03-26 00:00:00,,,,,,,,,,
2011-03-27 00:00:00,,,,,,,,,,
2011-03-28 00:00:00,,,,,,,,,,
2011-03-29 00:00:00,,,,,,,,,,
2011-03-30 00:00:00,,,,,,,,,,
2011-03-31 00:00:00,,,,,,,,,,
2011-04-01 00:00:00,,,,,,,,,,
2011-04-02 00:00:00,,,,,,,,,,
2011-04-03 00:00:00,,,,,,,,,,
2011-04-04 00:00:00,,,,,,,,,,
2011-04-05 00:00:00,,,,,,,,,,
2011-04-06 00:00:00,,,,,,,,,,
2011-04-07 00:00:00,,,,,,,,,,
2011-04-08 00:00:00,,,,,,,,,,
2011-04-09 00:00:00,,,,,,,,,,
2011-04-10 00:00:00,,,,,,,,,,
2011-04-11 00:00:00,,,,,,,,,,
2011-04-12 00:00:00,,,,,,,,,,
2011-04-13 00:00:00,,,,,,,,,,
2011-04-14 00:00:00,,,,,,,,,,
2011-04-15 00:00:00,,,,,,,,,,
2011-04-16 00:00:00,,,,,,,,,,
2011-04-17 00:00:00,,,,,,,,,,
2011-04-18 00:00:00,,,,,,,,,,
2011-04-19 00:00:00,,,,,,,,,,
2011-04-20 00:00:00,,,,,,,,,,
2011-04-21 00:00:00,,,,,,,,,,
2011-04-22 00:00:00,,,,,,,,,,
2011-04-23 00:00:00,,,,,,,,,,
2011-04-24 00:00:00,,,,,,,,,,
2011-04-25 00:00:00,,,,,,,,,,
2011-04-26 00:00:00,,,,,,,,,,
2011-04-27 00:00:00,,,,,,,,,,
2011-04-28 00:00:00,,,,,,,,,,
2011-04-29 00:00:00,,,,,,,,,,
2011-04-30 00:00:00,,,,,,,,,,
2011-05-01 00:00:00,,,,,,,,,,
2011-05-02 00:00:00,,,,,,,,,,
2011-05-03 00:00:00,,,,,,,,,,
2011-05-04 00:00:00,,,,,,,,,,
2011-05-05 00:00:00,,,,,,,,,,
2011-05-06 00:00:00,,,,,,,,,,
2011-05-07 00:00:00,,,,,,,,,,
2011-05-08 00:00:00,,,,,,,,,,
2011-05-09 00:00:00,,,,,,,,,,
2011-05-10 00:00:00,,,,,,,,,,
2011-05-11 00:00:00,,,,,,,,,,
2011-05-12 00:00:00,,,,,,,,,,
2011-05-13 00:00:00,,,,,,,,,,
2011-05-14 00:00:00,,,,,,,,,,
2011-05-15 00:00:00,,,,,,,,,,
2011-05-16 00:00:00,,,,,,,,,,
2011-05-17 00:00:00,,,,,,,,,,
2011-05-18 00:00:00,,,,,,,,,,
2011-05-19 00:00:00,,,,,,,,,,
2011-05-20 00:00:00,,,,,,,,,,
2011-05-21 00:00:00,,,,,,,,,,
